threshold	.epred	.lower	.upper	truth	good_interval
0.01	0.6422075892672512	0.5777581539444635	0.7005130232951011	0.6918779199511936	TRUE
0.05	0.39522746575114076	0.3414108774236416	0.4480977287128559	0.4114349042252139	TRUE
0.1	0.2799742425369383	0.2316532761883282	0.32939687447429616	0.2745401121106424	TRUE
0.2	0.16614539501728792	0.13142041562603804	0.2077321375004545	0.14152134992316331	TRUE
0.5	0.01931008922291841	0.00994474399069256	0.034116924187844046	0.014854097599835758	TRUE
0.8	0.003612421828277869	6.578231549878335e-4	0.01238979813121074	1.345699971015693e-4	FALSE
0.9	0.003043982564159684	2.429219052160877e-4	0.011840908430834893	2.4566433162719453e-6	FALSE
0.95	0.002851741936302114	2.4862026611234355e-4	0.011270504505934299	0	FALSE
0.99	0.0026499881725406795	2.379471058692344e-4	0.010232349940269208	0	FALSE
