threshold	.epred	.lower	.upper	truth	good_interval
0.01	0.6764587631290031	0.6175881325353171	0.7311414496120099	0.6918779199511936	TRUE
0.05	0.40295199962134753	0.35270107119412764	0.4566790433625389	0.4114349042252139	TRUE
0.1	0.2627083982376315	0.22042813722923385	0.31177997194290974	0.2745401121106424	TRUE
0.2	0.12072523834203149	0.0927223336290885	0.15465594862406384	0.14152134992316331	TRUE
0.5	0.016078677290062123	0.007594510362461157	0.029910269777652307	0.014854097599835758	TRUE
0.8	0.0027680391927086753	4.8075255602476235e-4	0.011265837178765644	1.345699971015693e-4	FALSE
0.9	0.0029700896507026476	2.4119068981264934e-4	0.011320390560763203	2.4566433162719453e-6	FALSE
0.95	0.0027575191263238823	2.2643436574399913e-4	0.010418143546758244	0	FALSE
0.99	0.002629505633124831	2.3589884898631304e-4	0.010830393546169381	0	FALSE
