threshold	.epred	.lower	.upper	truth	good_interval
0.01	0.7854894390661776	0.7371236161791761	0.8289550259303228	0.6918779199511936	FALSE
0.05	0.5178670838616204	0.4611755788121647	0.5716995005895287	0.4114349042252139	FALSE
0.1	0.3289806768714719	0.28233324482522515	0.3798050935275808	0.2745401121106424	FALSE
0.2	0.20126206420794443	0.16500745433839023	0.24361318466715728	0.14152134992316331	FALSE
0.5	0.032052558232488926	0.020233083857886573	0.04826703509553621	0.014854097599835758	FALSE
0.8	0.0030653585657998304	3.206154094331921e-4	0.011781426715594519	1.345699971015693e-4	FALSE
0.9	0.002954347180447253	2.274152669186183e-4	0.011786149046830603	2.4566433162719453e-6	FALSE
0.95	0.0027915217305593005	2.0587013577033945e-4	0.011135258384550735	0	FALSE
0.99	0.002500442900154442	1.7217769064030143e-4	0.010329895813093523	0	FALSE
